subscription_id,organization_name,plan_type,plan_name,daily_usage,usage_per_period,total_usage_in_period
sub_82c0acc708da1e68957ecb96a3bc,People Mobile,Unlimited,Ultra Unlimited,2531.2893610666665,75938.680832,75938.680832
sub_716a35d21aecf54de256d49a200b,People Mobile,No Allowance,No Allowances Plan,702.622208,2810.488832,2810.488832
sub_822bbb1af38abe229b14893dac78,People Mobile,No Allowance,No Allowances Plan,2249.999872,13499.999232,13499.999232
sub_6cebd6a447dbd0113a247a548521,People Mobile,Unlimited,Ultra Unlimited,855.2636074666667,25657.908224000003,25657.908224000003
sub_eb04b9966dd72d6bf8593ffdf37e,People Mobile,Unlimited,Ultra Unlimited,1355.965952,40678.97856,40678.97856
sub_5c332e229d2d3c84f5fe7d34779f,People Mobile,Unlimited,Ultra Unlimited,3021.153655466667,90634.609664,90634.609664
sub_68a1c6ec79ec9c72fdf866260169,People Mobile,Unlimited,Ultra Unlimited,2941.630122666667,88248.90368,88248.90368
sub_6a2f77fd5db99f12dc086abfffee,People Mobile,Unlimited,Ultra Unlimited,2611.2028672,78336.086016,78336.086016
sub_cb2e023dd410862464c246cf45be,ACME Phone,Unlimited,Unlimited Data Plan,642.0372026329114,19508.053464615386,253604.69504000002
sub_0e5476c8ebb14138185981b58163,ACME Phone,Unlimited,Unlimited Data Plan,2393.404684590164,72998.84288,145997.68576
sub_0667607f10deff12638c1d2aafe5,ACME Phone,Unlimited,Unlimited Data Plan,2846.58176,87532.38912,350129.55648
sub_4abd06ebc604595622b5af0a805d,People Mobile,Unlimited,Ultra Unlimited,3581.6460629333333,107449.381888,107449.381888
sub_06f9acdd518b6180e91acfcd0dee,People Mobile,Unlimited,Ultra Unlimited,764.0610133333333,22921.8304,22921.8304
sub_3e47b8e210a18fa46a4062947126,ACME Phone,Unlimited,Unlimited Data Plan,1134.9756915037974,34485.79985723077,448315.398144
sub_080c94d6ec20342658cb4c2bdffa,People Mobile,Unlimited,Ultra Unlimited,1469.1000319999998,44073.00096,44073.00096
sub_6b34059beea826ecff28df75a37f,People Mobile,Unlimited,Ultra Unlimited,963.0680795428572,16853.691392,33707.382784
sub_2caddbaab42402571d3aada61b74,People Mobile,Unlimited,Ultra Unlimited,1940.2699093333333,58208.09728,58208.09728
sub_24b48d99d931089cacf3d3f41b7a,People Mobile,Unlimited,Ultra Unlimited,1241.6864938666665,37250.594816,37250.594816
sub_37442b72c328f4840c2535c27dd4,People Mobile,Unlimited,Ultra Unlimited,5915.9355392,177478.066176,177478.066176
sub_36834f36425f62cfb69644038139,People Mobile,Unlimited,Ultra Unlimited,3471.552512,104146.57536,104146.57536
sub_7adf2a52e390f59e9f9cbf14490a,People Mobile,Unlimited,Ultra Unlimited,827.6114773333334,24828.34432,24828.34432
sub_968e131a266b1060b50622eecc2e,People Mobile,No Allowance,No Allowances Plan,1067.3843200000003,6404.305920000002,6404.305920000002
sub_ea92957b2ae4a58b178cca467327,ACME Phone,Unlimited,Unlimited Data Plan,3212.690298434782,98522.50248533332,591135.0149119999
sub_078c926dc829db4830a5ed8e7e1c,People Mobile,Unlimited,Ultra Unlimited,865.5454890666666,25966.364672,25966.364672
sub_87cf29593f7fce179d875a3df7f0,People Mobile,Unlimited,Ultra Unlimited,755.2871424,22658.614272,22658.614272
sub_b1b5b596965bb745954e82ab4cf3,ACME Phone,Unlimited,Unlimited Data Plan,2791.3466823736276,84670.84936533337,254012.54809600013
sub_007b5def7b64f7152b1b3c4b29e3,People Mobile,Unlimited,Ultra Unlimited,3060.072925866667,91802.187776,91802.187776
sub_62597301f777f9a66c21c7ecb9c2,People Mobile,Unlimited,Ultra Unlimited,784.4617898666668,23533.853696000002,23533.853696000002
sub_8b05e5d8eb132dec8c33ac126b1d,People Mobile,Unlimited,Ultra Unlimited,749.0464426666666,22471.39328,22471.39328
sub_3a5ebd0b75f72a5465f268d509a2,ACME Phone,5GB,Plus Plan,1192.340513032258,36962.555904,36962.555904
sub_5ff60a80ec59dcd5a413ec86a959,People Mobile,Unlimited,Ultra Unlimited,915.4741589333333,27464.224768,27464.224768
sub_b3f8cbce6bd02ccb0317ba7792a2,People Mobile,No Allowance,No Allowances Plan,922.1913599999999,1844.3827199999998,1844.3827199999998
sub_57ad96bc428d32b491417fb23bf6,People Mobile,Unlimited,Ultra Unlimited,1981.6760661333333,59450.281984,59450.281984
sub_18771a084e9368f6de39eb7e667c,ACME Phone,Unlimited,Unlimited Data Plan,1173.787222943396,31105.361407999997,62210.722815999994
sub_21c8e076d70c432993f10023db0c,People Mobile,Unlimited,Ultra Unlimited,5385.350314666666,161560.50944,161560.50944
sub_2613b4a4055b79158e32162081ef,People Mobile,Unlimited,Ultra Unlimited,1136.9419776,34108.259328,34108.259328
sub_716a35d21aecf54de256d49a200b,People Mobile,Unlimited,Ultra Unlimited,3963.1869610666668,118895.608832,118895.608832
sub_ebab44de53ab74370eb4e301a9bc,People Mobile,Unlimited,Ultra Unlimited,1802.1136725333333,54063.410176,54063.410176
sub_1f932642ee8aec7dd05392b5e64f,People Mobile,Unlimited,Ultra Unlimited,779.7766144,23393.298432,23393.298432
sub_255ac242e45937a636ffe282e4bc,People Mobile,Unlimited,Ultra Unlimited,2026.6338645333333,60799.015935999996,60799.015935999996
sub_d8a3ad8cb3c5662b58e9dd9d1584,People Mobile,Unlimited,Ultra Unlimited,1798.2464341333332,53947.393024,53947.393024
sub_01218234bf9e030c566cf574e2bc,People Mobile,Unlimited,Ultra Unlimited,4294.6134016000005,128838.402048,128838.402048
sub_1f867e06ca20b6ab733d79a83c54,People Mobile,Unlimited,Ultra Unlimited,758.7127637333334,22761.382912,22761.382912
sub_916600130b1c9fe0bbc7564b5c02,SmartDevices Inc.,Unlimited,Unlimited Plan,881.3328225833334,21151.987742,21151.987742
sub_f6867dc6af4233c7cb57df3e7044,People Mobile,Unlimited,Ultra Unlimited,3187.3239381333333,95619.718144,95619.718144
sub_255ac242e45937a636ffe282e4bc,People Mobile,No Allowance,No Allowances Plan,3617.0711039999997,7234.142207999999,7234.142207999999
sub_a2aeb58a027aad6cc27457c9af93,People Mobile,Unlimited,Ultra Unlimited,943.2384170666667,28297.152512,28297.152512
sub_e306f9b0d510234b2a16aacda024,SmartDevices Inc.,Unlimited,Unlimited Plan,717.7933235666667,21533.799707000002,21533.799707000002
sub_378f51b5ae6bbf89049841355358,People Mobile,Unlimited,Ultra Unlimited,776.7878997333333,23303.636992,23303.636992
sub_9bf9d6bdd47ae6ed709ba5bd860e,People Mobile,Unlimited,Ultra Unlimited,2158.6339839999996,64759.019519999994,64759.019519999994
sub_f430a77ada214a2a6e94777eae54,ACME Phone,Unlimited,Unlimited Data Plan,1045.6605068387096,32415.475712,32415.475712
sub_cd57a22963c864c234dec6894021,People Mobile,Unlimited,Ultra Unlimited,2218.314990933334,66549.449728,66549.449728
sub_243110a9385b34e1ffcbf6048d83,People Mobile,Unlimited,Ultra Unlimited,989.0811904,29672.435712,29672.435712
sub_1b12ae05b774d24c0efb170222ab,People Mobile,Unlimited,Ultra Unlimited,4105.622459733334,123168.67379200002,123168.67379200002
sub_a1d664def55335b934acdf51cbf1,People Mobile,Unlimited,Ultra Unlimited,3308.2748928,99248.246784,99248.246784
sub_df36b1584785e9ebd8177ff2db58,SmartDevices Inc.,Unlimited,Unlimited Plan,707.0626191999999,3535.3130959999994,3535.3130959999994
sub_ebfcfaa04070878943ceccc0dc96,People Mobile,Unlimited,Ultra Unlimited,938.2495232,28147.485696,28147.485696
sub_2bed465cd04a4d5b5a62a14b8228,ACME Phone,Unlimited,Unlimited Data Plan,755.9900847342465,22994.698410666664,275936.38092799997
sub_d28039af5cb795d379b7a82dbd71,ACME Phone,Unlimited,Unlimited Data Plan,754.2389244031008,22453.11259569231,291890.463744
sub_dbd8a246fa54a375eaf0227768dc,ACME Phone,Unlimited,Unlimited Data Plan,680.6400251803278,20759.520768,41519.041536
sub_3d718a93d3e98ccae58f70c5600f,ACME Phone,Unlimited,Unlimited Data Plan,5449.067170341464,167558.81548800002,670235.2619520001
sub_4f052ebd06db1569f17abb43f265,ACME Phone,Unlimited,Unlimited Data Plan,1988.839023304348,60991.06338133334,182973.19014400002
sub_09205b5a573f125ec8a96c01a505,People Mobile,Unlimited,Ultra Unlimited,1131.7401941333333,33952.205824,33952.205824
sub_edde26b5a4670a2ca281142cf907,ACME Phone,Unlimited,Unlimited Data Plan,751.917883813084,22987.203876571428,160910.42713599998
sub_79cd0108e841011fda2af3e6b262,ACME Phone,Unlimited,Unlimited Data Plan,629.6025054426229,19202.876416,38405.752832
sub_22699073a5620e7bb27fc0c1c5d0,ACME Phone,Unlimited,Unlimited Data Plan,639.8225258426967,18981.4016,56944.2048
sub_a064004785101e5e14da2d4dadf9,People Mobile,No Allowance,No Allowances Plan,2563.97056,5127.94112,5127.94112
sub_2f0c3348513d409ff4123c2cf36d,People Mobile,Unlimited,Ultra Unlimited,2666.1604010666665,79984.812032,79984.812032
sub_e0b02055c3aa42127153dba00466,ACME Phone,Unlimited,Unlimited Data Plan,800.0535638130841,24458.78037942857,171211.462656
sub_7855b774b091ffdf64a4dd63daaf,ACME Phone,Unlimited,Unlimited Data Plan,1431.5727359999998,42231.395712,337851.165696
sub_af2a8f8ae1b30822c381874358d6,SmartDevices Inc.,Unlimited,Unlimited Plan,708.1307502666667,21243.922508000003,21243.922508000003
sub_4d13e2175cdae94e97b65eacc75b,ACME Phone,Unlimited,Unlimited Data Plan,735.0941696000001,22052.825088,22052.825088
sub_96b210a1df991041375f82e1e8cf,ACME Phone,Unlimited,Unlimited Data Plan,877.1048709019607,26839.409049599995,268394.09049599996
sub_b722909c6017ae53df1dff4fbe7a,ACME Phone,Unlimited,Unlimited Data Plan,4221.392910422534,119887.55865599998,599437.7932799999
sub_1242c49194a05e9d3989f0824c0a,ACME Phone,Unlimited,Unlimited Data Plan,1663.2538565245902,50729.242624,101458.485248
sub_9f71a9c1b87748624b95881b686e,People Mobile,Unlimited,Ultra Unlimited,753.9568981333333,22618.706943999998,22618.706943999998
sub_767ee3c2b7d4e17d55cffe3e7600,People Mobile,Unlimited,Ultra Unlimited,6565.330158933333,196959.904768,196959.904768
sub_08682ac14ae3680585487f83556a,People Mobile,Unlimited,Ultra Unlimited,1247.6990122666668,37430.970368,37430.970368
sub_147aa3bc2a5f67a7008c2f39f846,People Mobile,Unlimited,Ultra Unlimited,1735.3270613333334,52059.81184,52059.81184
sub_5402f3b686557a1ac84bc411df43,People Mobile,Unlimited,Ultra Unlimited,1173.8934272000001,35216.802816,35216.802816
sub_e8b444a3c2835dc8812557d59f4e,SmartDevices Inc.,Unlimited,Unlimited Plan,644.0637621333334,19321.912864,19321.912864
sub_129178d412ca0df18b757bc229c7,SmartDevices Inc.,Unlimited,Unlimited Plan,704.6773451,21140.320353,21140.320353
sub_db14e022f054f6b38324252a55c7,SmartDevices Inc.,Unlimited,Unlimited Plan,707.7182075000001,21231.546225000002,21231.546225000002
sub_73eeace001fc025908dc25b5d811,People Mobile,Unlimited,Ultra Unlimited,1091.0271146666666,32730.81344,32730.81344
sub_e6b5d36fcf4b8ebb5f7f229678c6,People Mobile,Unlimited,Ultra Unlimited,1568.8274261333331,47064.822783999996,47064.822783999996
sub_5c33c56e18c3345c19a9a6c71a3f,ACME Phone,Unlimited,Unlimited Data Plan,680.3328755409837,20750.152704,41500.305408
sub_822358833d98f68615cce3fc5d7d,People Mobile,Unlimited,Ultra Unlimited,6259.482427076922,162746.54310399998,162746.54310399998
sub_a064004785101e5e14da2d4dadf9,People Mobile,Unlimited,Ultra Unlimited,4063.2096767999997,121896.290304,121896.290304
sub_79033708bcfd6c4d723fbd69979f,People Mobile,Unlimited,Ultra Unlimited,1155.7961728,34673.885184,34673.885184
sub_9baa259d3d84395ffd472a32e860,People Mobile,Unlimited,Ultra Unlimited,972.3664384000001,29170.993152000003,29170.993152000003
sub_5c994b62d92efaa7a13a41c53484,ACME Phone,Unlimited,Unlimited Data Plan,631.7403334193549,19583.950336,39167.900672
sub_e567fe510edb8842b971035a730a,People Mobile,Unlimited,Ultra Unlimited,620.3432960000001,18610.298880000002,18610.298880000002
sub_2fcdf72d1e8087e67f8b4fe84646,People Mobile,Unlimited,Ultra Unlimited,857.4274218666667,25722.822656,25722.822656
sub_d28b0b5786e3934022241180bf3f,People Mobile,Unlimited,Ultra Unlimited,1870.3892480000002,56111.67744000001,56111.67744000001
sub_e2000a9a1e4efca30b3481fb3d5a,People Mobile,Unlimited,Ultra Unlimited,2393.101312,71793.03936,71793.03936
sub_b52c93327b96a57bb2a943b217c5,People Mobile,5GB,5GB,2500.218368,5000.436736,5000.436736
sub_eb09a910a312e979c8c564ce5c6d,People Mobile,Unlimited,Ultra Unlimited,2953.184221866666,88595.52665599999,88595.52665599999
sub_b3f8cbce6bd02ccb0317ba7792a2,People Mobile,Unlimited,Ultra Unlimited,683.5438250666667,20506.314752000002,20506.314752000002
sub_16c9750cccf2dc2c2ba390a4f7ae,People Mobile,Unlimited,Ultra Unlimited,646.5473536000001,19396.420608,19396.420608
sub_6add13038a5a4c71afae707d6e5d,People Mobile,No Allowance,No Allowances Plan,1494.2136320000002,2988.4272640000004,2988.4272640000004
sub_346734bddb1e1acb9fac4e9a6b2a,People Mobile,No Allowance,No Allowances Plan,1412.501504,42375.04512,42375.04512
sub_5d8de32426157377beef68ff05a9,People Mobile,Unlimited,Ultra Unlimited,1005.8338304,30175.014912,30175.014912
sub_eb26c0ca547d4c7f603deb965124,People Mobile,Unlimited,Ultra Unlimited,927.0056277333334,27810.168832000003,27810.168832000003
sub_c1e2f7a4a175a3e79969a3f48a51,People Mobile,Unlimited,Ultra Unlimited,1317.7645614545454,14495.410176,14495.410176
